"id","id_raw","Barcode","Barcode_raw","Nama Alat_raw","Nama Alat","Model Alat_raw","Model Alat","Serial Number","Serial Number_raw","Ruangan_raw","Ruangan","Foto Alat","Foto Alat_raw","user_raw","user","Standar Operasional Produk","Standar Operasional Produk_raw","User and Service Manual","User and Service Manual_raw","Status Alat","Status Alat_raw","Status Kalibrasi","Status Kalibrasi_raw","id_1","id_raw_1","Tanggal Kejadian","Tanggal Kejadian_raw","Kejadian","Kejadian_raw","Kategori","Kategori_raw","Teknisi_raw","Teknisi","Data Alat_raw","Data Alat","Foto Kondisi","Foto Kondisi_raw","id_2","id_raw_2","Tanggal Kalibrasi ","Tanggal Kalibrasi _raw","Nomor Label","Nomor Label_raw","Vendor","Vendor_raw","Scan / FC Sertifikat","Scan / FC Sertifikat_raw","Data Alat_raw_1","Data Alat_1"
"41","41","21018210000085","21018210000085","2","Anaesthesi Ventilator","32","Aeomed / Aeon7500A","Aeon7500A(E)YZZX018","Aeon7500A(E)YZZX018","10","OK","/images/foto_alat/IMG_20090101_022521.jpg","/images/foto_alat/IMG_20090101_022521.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238537","Expired 238537","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","41","41","2018-07-26","2018-07-26 00:00:00","238537","238537","","","","","41","21018210000085    /    Anaesthesi Ventilator    /        /    Aeon7500A    /    Aeon7500A(E)YZZX018    /    -OK"
"42","42","","","2","Anaesthesi Ventilator","32","Aeomed / Aeon7500A","","","10","OK","","","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238530","Expired 238530","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","42","42","2018-07-26","2018-07-26 00:00:00","238530","238530","","","","","42","    /    Anaesthesi Ventilator    /        /    Aeon7500A    /        /    -OK"
"43","43","21018210000083","21018210000083","35","Vaporizer Sevo","33","Aeomed / VP300","VP300S10704118","VP300S10704118","10","OK","/images/foto_alat/IMG_20090101_014147.jpg","/images/foto_alat/IMG_20090101_014147.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238534","Expired 238534","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","43","43","2018-07-26","2018-07-26 00:00:00","238534","238534","","","","","43","21018210000083    /    Vaporizer Sevo    /        /    VP300    /    VP300S10704118    /    -OK"
"44","44","21018210000084","21018210000084","34","Vaporizer Iso","34","Aeomed / VP300","VP300I1YXZV541","VP300I1YXZV541","10","OK","/images/foto_alat/IMG_20090101_014050.jpg","/images/foto_alat/IMG_20090101_014050.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238533","Expired 238533","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","44","44","2018-07-26","2018-07-26 00:00:00","238533","238533","","","","","44","21018210000084    /    Vaporizer Iso    /        /    VP300    /    VP300I1YXZV541    /    -OK"
"45","45","21018210000106","21018210000106","15","Operating Microscope","35","Carl Zeiss / Optic Lumera i","6633122465","6633122465","10","OK","/images/foto_alat/IMG_20090101_021654.jpg","/images/foto_alat/IMG_20090101_021654.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238536","Expired 238536","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","45","45","2018-07-26","2018-07-26 00:00:00","238536","238536","","","","","45","21018210000106    /    Operating Microscope    /        /    Optic Lumera i    /    6633122465    /    -OK"
"46","46","21018210000097","21018210000097","15","Operating Microscope","35","Carl Zeiss / Optic Lumera i","6633123264","6633123264","10","OK","/images/foto_alat/IMG_20090101_021741.jpg","/images/foto_alat/IMG_20090101_021741.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238535","Expired 238535","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","46","46","2018-07-26","2018-07-26 00:00:00","238535","238535","","","","","46","21018210000097    /    Operating Microscope    /        /    Optic Lumera i    /    6633123264    /    -OK"
"47","47","21018210000086","21018210000086","15","Operating Microscope","35","Carl Zeiss / Optic Lumera i","6633123874","6633123874","10","OK","/images/foto_alat/IMG_20090101_022705.jpg","/images/foto_alat/IMG_20090101_022705.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238532","Expired 238532","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","47","47","2018-07-26","2018-07-26 00:00:00","238532","238532","","","","","47","21018210000086    /    Operating Microscope    /        /    Optic Lumera i    /    6633123874    /    -OK"
"48","48","21018210000103","21018210000103","15","Operating Microscope","36","Leica / F12","220509005","220509005","10","OK","/images/foto_alat/IMG_20090101_021102.jpg","/images/foto_alat/IMG_20090101_021102.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238538","Expired 238538","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","48","48","2018-07-26","2018-07-26 00:00:00","238538","238538","","","","","48","21018210000103    /    Operating Microscope    /        /    F12    /    220509005    /    -OK"
"49","49","21018210000098","21018210000098","17","Phaco","37","Alcon / Infiniti","1102994101X","1102994101X","10","OK","/images/foto_alat/IMG_20090101_021757.jpg","/images/foto_alat/IMG_20090101_021757.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238541","Expired 238541","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","49","49","2018-07-26","2018-07-26 00:00:00","238541","238541","","","","","49","21018210000098    /    Phaco    /        /    Infiniti    /    1102994101X    /    -OK"
"50","50","21018210000100","21018210000100","17","Phaco","38","Appasamy / Galaxy Pro","O2-15-0989","O2-15-0989","10","OK","/images/foto_alat/IMG_20090101_021816.jpg","/images/foto_alat/IMG_20090101_021816.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238540","Expired 238540","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","50","50","2018-07-26","2018-07-26 00:00:00","238540","238540","","","","","50","21018210000100    /    Phaco    /        /    Galaxy Pro    /    O2-15-0989    /    -OK"
"51","51","21018210000107","21018210000107","17","Phaco","39","Alcon / Centurion Vision System","1402342801X","1402342801X","10","OK","/images/foto_alat/IMG_20090101_021719.jpg","/images/foto_alat/IMG_20090101_021719.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238539","Expired 238539","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","51","51","2018-07-26","2018-07-26 00:00:00","238539","238539","","","","","51","21018210000107    /    Phaco    /        /    Centurion Vision System    /    1402342801X    /    -OK"
"52","52","21018210000095","21018210000095","18","Refrigerator","40","Sharp / -","-","-","10","OK","/images/foto_alat/IMG_20090101_022347.jpg","/images/foto_alat/IMG_20090101_022347.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238525","Expired 238525","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","52","52","2018-07-26","2018-07-26 00:00:00","238525","238525","","","","","52","21018210000095    /    Refrigerator    /        /    -    /    -    /    -OK"
"53","53","21018210000082","21018210000082","16","Patient Monitor","41","Schiller / Argus LSM","M014E006494","M014E006494","10","OK","/images/foto_alat/IMG_20090101_022455.jpg","/images/foto_alat/IMG_20090101_022455.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238528","Expired 238528","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","53","53","2018-07-26","2018-07-26 00:00:00","238528","238528","","","","","53","21018210000082    /    Patient Monitor    /        /    Argus LSM    /    M014E006494    /    -OK"
"54","54","21018210000081","21018210000081","16","Patient Monitor","42","Analogic Medical / AM-1200","B7011200210","B7011200210","10","OK","/images/foto_alat/IMG_20090101_022427.jpg","/images/foto_alat/IMG_20090101_022427.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238527","Expired 238527","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","54","54","2018-07-26","2018-07-26 00:00:00","238527","238527","","","","","54","21018210000081    /    Patient Monitor    /        /    AM-1200    /    B7011200210    /    -OK"
"55","55","21018210000102","21018210000102","16","Patient Monitor","43","Analogic Medical / AM 1200","B81113W0111","B81113W0111","10","OK","/images/foto_alat/IMG_20090101_022728.jpg","/images/foto_alat/IMG_20090101_022728.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238542","Expired 238542","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","55","55","2018-07-26","2018-07-26 00:00:00","238542","238542","","","","","55","21018210000102    /    Patient Monitor    /        /    AM 1200    /    B81113W0111    /    -OK"
"56","56","21018210000109","21018210000109","24","Tabung O2 ( Flowmeter )","19","- / -","-","-","10","OK","/images/foto_alat/IMG_20090101_024146.jpg","/images/foto_alat/IMG_20090101_024146.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238543","Expired 238543","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","56","56","2018-07-26","2018-07-26 00:00:00","238543","238543","","","","","56","21018210000109    /    Tabung O2 ( Flowmeter )    /        /    -    /    -    /    -OK"
"57","57","21018210000087","21018210000087","37","Vitreoretinal Trektomi","44","Alcon / Consellation","1103071301X","1103071301X","10","OK","/images/foto_alat/IMG_20090101_025018.jpg","/images/foto_alat/IMG_20090101_025018.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238545","Expired 238545","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","57","57","2018-07-26","2018-07-26 00:00:00","238545","238545","","","","","57","21018210000087    /    Vitreoretinal Trektomi    /        /    Consellation    /    1103071301X    /    -OK"
"58","58","21018210000080","21018210000080","22","Suction Pump","45","Onemed / YB-DX23B","12NI.136","12NI.136","10","OK","/images/foto_alat/IMG_20090101_010517.jpg","/images/foto_alat/IMG_20090101_010517.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238526","Expired 238526","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","58","58","2018-07-26","2018-07-26 00:00:00","238526","238526","","","","","58","21018210000080    /    Suction Pump    /        /    YB-DX23B    /    12NI.136    /    -OK"
"59","59","21018210000105","21018210000105","23","Syringe Pump","46","SK / SK 500 III","60800368","60800368","10","OK","/images/foto_alat/IMG_20090101_022407.jpg","/images/foto_alat/IMG_20090101_022407.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238529","Expired 238529","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","59","59","2018-07-26","2018-07-26 00:00:00","238529","238529","","","","","59","21018210000105    /    Syringe Pump    /        /    SK 500 III    /    60800368    /    -OK"
"60","60","21018210000091","21018210000091","7","Dry Oven","47","Onemed / Drying Oven 101-O","712","712","10","OK","/images/foto_alat/IMG_20180727_172917.jpg","/images/foto_alat/IMG_20180727_172917.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 226803","Expired 226803","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","60","60","2018-07-26","2018-07-26 00:00:00","226803","226803","","","","","60","21018210000091    /    Dry Oven    /        /    Drying Oven 101-O    /    712    /    -OK"
"61","61","21018210000094","21018210000094","21","Sterilisator","48","Statim / Dri-tec","0094","0094","10","OK","/images/foto_alat/IMG_20180727_173019.jpg","/images/foto_alat/IMG_20180727_173019.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 226810","Expired 226810","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","61","61","2018-07-26","2018-07-26 00:00:00","226810","226810","","","","","61","21018210000094    /    Sterilisator    /        /    Dri-tec    /    0094    /    -OK"
"62","62","21018210000093","21018210000093","21","Sterilisator","48","Statim / Dri-tec","0093","0093","10","OK","/images/foto_alat/IMG_20180727_172816.jpg","/images/foto_alat/IMG_20180727_172816.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 226802","Expired 226802","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","62","62","2018-07-26","2018-07-26 00:00:00","226802","226802","","","","","62","21018210000093    /    Sterilisator    /        /    Dri-tec    /    0093    /    -OK"
"63","63","21018210000079","21018210000079","26","Tensimeter Aneroid","49","Erka / Vario Universal Modell","11000979","11000979","10","OK","/images/foto_alat/IMG_20180730_100143.jpg","/images/foto_alat/IMG_20180730_100143.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238551","Expired 238551","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","63","63","2018-07-27","2018-07-27 00:00:00","238551","238551","","","","","63","21018210000079    /    Tensimeter Aneroid    /        /    Vario Universal Modell    /    11000979    /    -OK"
"64","64","21018210000115","21018210000115","27","Tensimeter Mobile Digital","6","Erka / Erkameter E","164400671","164400671","10","OK","/images/foto_alat/IMG_20180727_161007.jpg","/images/foto_alat/IMG_20180727_161007.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238549","Expired 238549","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","64","64","2018-07-27","2018-07-27 00:00:00","238549","238549","","","","","64","21018210000115    /    Tensimeter Mobile Digital    /        /    Erkameter E    /    164400671    /    -OK"
"65","65","21018210000077","21018210000077","29","Timbangan Dewasa","50","Tanita / HA 622","810622","810622","10","OK","/images/foto_alat/8471037c-9f4b-4542-9f2d-1886027d8373.jpg","/images/foto_alat/8471037c-9f4b-4542-9f2d-1886027d8373.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238552","Expired 238552","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","65","65","2018-07-27","2018-07-27 00:00:00","238552","238552","","","","","65","21018210000077    /    Timbangan Dewasa    /        /    HA 622    /    810622    /    -OK"
"66","66","21018210000069","21018210000069","19","Slit Lamp","17","Carl Zeiss / SL 115","10993828","10993828","10","OK","/images/foto_alat/IMG_20180727_165750.jpg","/images/foto_alat/IMG_20180727_165750.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238553","Expired 238553","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","66","66","2018-07-27","2018-07-27 00:00:00","238553","238553","","","","","66","21018210000069    /    Slit Lamp    /        /    SL 115    /    10993828    /    -OK"
"67","67","21018210000024","21018210000024","33","Unicos URK-800F (ARK)","51","Unicos / URK-800F","F8PJA71","F8PJA71","1","Diagnostik","/images/foto_alat/IMG_20180724_172416_HHT.jpg","/images/foto_alat/IMG_20180724_172416_HHT.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238457","Expired 238457","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","67","67","2018-07-24","2018-07-24 00:00:00","238457","238457","","","","","67","21018210000024    /    Unicos URK-800F (ARK)    /        /    URK-800F    /    F8PJA71    /    -Diagnostik"
"68","68","21018210000022","21018210000022","11","IOL Master 500","52","Carl Zeiss Meditec AG / IOL Master","1185741","1185741","1","Diagnostik","/images/foto_alat/IMG_20180724_165500_HHT.jpg","/images/foto_alat/IMG_20180724_165500_HHT.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238455","Expired 238455","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","68","68","2018-07-24","2018-07-24 00:00:00","238455","238455","","","","","68","21018210000022    /    IOL Master 500    /        /    IOL Master    /    1185741    /    -Diagnostik"
"69","69","21018210000021","21018210000021","10","Fundus Camera","53","Kowa / VX-10i","1523800342","1523800342","1","Diagnostik","/images/foto_alat/IMG_20180724_165539_HHT.jpg","/images/foto_alat/IMG_20180724_165539_HHT.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238456","Expired 238456","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","69","69","2018-07-24","2018-07-24 00:00:00","238456","238456","","","","","69","21018210000021    /    Fundus Camera    /        /    VX-10i    /    1523800342    /    -Diagnostik"
"70","70","21018210000020","21018210000020","8","ECG Recorder","54","Elitech / ECG-300G-TFT","EM4122AD013","EM4122AD013","1","Diagnostik","/images/foto_alat/IMG_20180724_165403_HHT.jpg","/images/foto_alat/IMG_20180724_165403_HHT.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238453","Expired 238453","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","70","70","2018-07-24","2018-07-24 00:00:00","238453","238453","","","","","70","21018210000020    /    ECG Recorder    /        /    ECG-300G-TFT    /    EM4122AD013    /    -Diagnostik"
"71","71","21018210000023","21018210000023","20","Specular Microscope","55","Topcon / SP-1P","0470287","0470287","1","Diagnostik","/images/foto_alat/IMG_20180724_165420_HHT.jpg","/images/foto_alat/IMG_20180724_165420_HHT.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238454","Expired 238454","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","71","71","2018-07-24","2018-07-24 00:00:00","238454","238454","","","","","71","21018210000023    /    Specular Microscope    /        /    SP-1P    /    0470287    /    -Diagnostik"
"72","72","21018210000026","21018210000026","32","Ultrasonik B-Scanner UD-8000","56","Tomey / UD-8000","787707","787707","1","Diagnostik","/images/foto_alat/IMG_20180724_174402_HHT.jpg","/images/foto_alat/IMG_20180724_174402_HHT.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238460","Expired 238460","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","72","72","2018-07-24","2018-07-24 00:00:00","238460","238460","","","","","72","21018210000026    /    Ultrasonik B-Scanner UD-8000    /        /    UD-8000    /    787707    /    -Diagnostik"
"73","73","21018210000027","21018210000027","5","Biometer AL-100","57","Tomey / AL-100","282409","282409","1","Diagnostik","/images/foto_alat/IMG_20180724_175643.jpg","/images/foto_alat/IMG_20180724_175643.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238459","Expired 238459","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","73","73","2018-07-24","2018-07-24 00:00:00","238459","238459","","","","","73","21018210000027    /    Biometer AL-100    /        /    AL-100    /    282409    /    -Diagnostik"
"74","74","21018210000008","21018210000008","3","Autochart Projector","58","Eucaris / TSCP-700","CP1305012L","CP1305012L","11","Refraksi","/images/foto_alat/IMG_20180724_141955_HHT.jpg","/images/foto_alat/IMG_20180724_141955_HHT.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238442","Expired 238442","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","74","74","2018-07-24","2018-07-24 00:00:00","238442","238442","","","","","74","21018210000008    /    Autochart Projector    /        /    TSCP-700    /    CP1305012L    /    -Refraksi"
"75","75","21018210000007","21018210000007","3","Autochart Projector","59","Towa / CP 30","127807","127807","11","Refraksi","/images/foto_alat/IMG_20180724_141643_HHT.jpg","/images/foto_alat/IMG_20180724_141643_HHT.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238441","Expired 238441","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","75","75","2018-07-24","2018-07-24 00:00:00","238441","238441","","","","","75","21018210000007    /    Autochart Projector    /        /    CP 30    /    127807    /    -Refraksi"
"76","76","21018210000025","21018210000025","4","Autoref/Keratometer","60","Kowa / KW-2000","62AG05617","62AG05617","11","Refraksi","/images/foto_alat/IMG_20180724_172443_HHT.jpg","/images/foto_alat/IMG_20180724_172443_HHT.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238458","Expired 238458","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","76","76","2018-07-24","2018-07-24 00:00:00","238458","238458","","","","","76","21018210000025    /    Autoref/Keratometer    /        /    KW-2000    /    62AG05617    /    -Refraksi"
"77","77","21018210000005","21018210000005","3","Autochart Projector","61","Charops / CCP 700","7PD1311803","7PD1311803","12","Visus","/images/foto_alat/IMG_20180724_140846.jpg","/images/foto_alat/IMG_20180724_140846.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238439","Expired 238439","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","77","77","2018-07-24","2018-07-24 00:00:00","238439","238439","","","","","77","21018210000005    /    Autochart Projector    /        /    CCP 700    /    7PD1311803    /    -Visus"
"78","78","21018210000002","21018210000002","12","Lensmeter","62","Takagi / LM 10DX","811952","811952","12","Visus","/images/foto_alat/IMG_20180724_134531.jpg","/images/foto_alat/IMG_20180724_134531.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238436","Expired 238436","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","78","78","2018-07-24","2018-07-24 00:00:00","238436","238436","","","","","78","21018210000002    /    Lensmeter    /        /    LM 10DX    /    811952    /    -Visus"
"79","79","21018210000001","21018210000001","12","Lensmeter","63","Unicos / ULM-800","M8QACGE","M8QACGE","12","Visus","/images/foto_alat/IMG_20180724_134120.jpg","/images/foto_alat/IMG_20180724_134120.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238435","Expired 238435","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","79","79","2018-07-24","2018-07-24 00:00:00","238435","238435","","","","","79","21018210000001    /    Lensmeter    /        /    ULM-800    /    M8QACGE    /    -Visus"
"80","80","21018210000003","21018210000003","3","Autochart Projector","64","Charops / CCP 7000","7PD3C0603","7PD3C0603","12","Visus","/images/foto_alat/IMG_20180724_140305.jpg","/images/foto_alat/IMG_20180724_140305.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238437","Expired 238437","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","80","80","2018-07-24","2018-07-24 00:00:00","238437","238437","","","","","80","21018210000003    /    Autochart Projector    /        /    CCP 7000    /    7PD3C0603    /    -Visus"
"81","81","21018210000004","21018210000004","3","Autochart Projector","65","Unicos / ACP-700","P7KAB9BC","P7KAB9BC","12","Visus","/images/foto_alat/IMG_20180724_140343.jpg","/images/foto_alat/IMG_20180724_140343.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238438","Expired 238438","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","81","81","2018-07-24","2018-07-24 00:00:00","238438","238438","","","","","81","21018210000004    /    Autochart Projector    /        /    ACP-700    /    P7KAB9BC    /    -Visus"
"82","82","21018210000006","21018210000006","3","Autochart Projector","66","Rightway / ACP  68","1522","1522","12","Visus","/images/foto_alat/IMG_20180724_140949.jpg","/images/foto_alat/IMG_20180724_140949.jpg","0","","","","","","Tidak Terupdate","Tidak Terupdate","Expired 238440","Expired 238440","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","82","82","2018-07-24","2018-07-24 00:00:00","238440","238440","","","","","82","21018210000006    /    Autochart Projector    /        /    ACP  68    /    1522    /    -Visus"
"83","83","","","1","AED",""," / ","1234","1234","3","Gedung A Poliklinik","","","392","IPSRS","","","","","Tidak Terupdate","Tidak Terupdate"," "," ","","","","","","","","","","    /    ","","    /        /        /        /        /    -","","","","","","","","","","","","","","    /        /        /        /        /    -"
